Date	Open	High	Low	Close	Aclose	Volume
Feb 18, 2020	315.36	319.75	314.61	319.00	319.00	38,132,800
Feb 14, 2020	324.74	325.98	322.85	324.95	324.95	20,028,400
Feb 13, 2020	324.19	326.22	323.35	324.87	324.87	23,686,900
Feb 12, 2020	321.47	327.22	321.47	327.20	327.20	28,432,600
Feb 11, 2020	323.60	323.90	318.71	319.61	319.61	23,580,800
Feb 10, 2020	314.18	321.55	313.85	321.55	321.55	27,337,200
Feb 07, 2020	322.37	323.40	318.00	320.03	320.03	29,421,000
Feb 06, 2020	322.57	325.22	320.26	325.21	324.44	26,356,400
Feb 05, 2020	323.52	324.76	318.95	321.45	320.69	29,706,700
Feb 04, 2020	315.31	319.64	313.63	318.85	318.10	34,154,100
Feb 03, 2020	304.30	313.49	302.22	308.66	307.93	43,496,400
Jan 31, 2020	320.93	322.68	308.29	309.51	308.78	49,897,100
Jan 30, 2020	320.54	324.09	318.75	323.87	323.10	31,685,800
Jan 29, 2020	324.45	327.85	321.38	324.34	323.57	54,057,300
Jan 28, 2020	312.60	318.40	312.19	317.69	316.94	40,558,500
Jan 27, 2020	310.06	311.77	304.88	308.95	308.22	40,485,000
Jan 24, 2020	320.25	323.33	317.52	318.31	317.56	36,634,400
Jan 23, 2020	317.92	319.56	315.65	319.23	318.47	26,118,000
Jan 22, 2020	318.58	319.99	317.31	317.70	316.95	25,458,100
Jan 21, 2020	317.19	319.02	316.00	316.57	315.82	27,710,800
Jan 17, 2020	316.27	318.74	315.00	318.73	317.98	34,454,100
Jan 16, 2020	313.59	315.70	312.09	315.24	314.49	27,207,300
Jan 15, 2020	311.85	315.50	309.55	311.34	310.60	30,480,900
Jan 14, 2020	316.70	317.57	312.17	312.68	311.94	40,488,600
Jan 13, 2020	311.64	317.07	311.15	316.96	316.21	30,383,000
Jan 10, 2020	310.60	312.67	308.25	310.33	309.60	35,161,200
Jan 09, 2020	307.24	310.43	306.20	309.63	308.90	42,527,100
Jan 08, 2020	297.16	304.44	297.16	303.19	302.47	33,019,800
Jan 07, 2020	299.84	300.90	297.48	298.39	297.68	27,218,000
Jan 06, 2020	293.79	299.96	292.75	299.80	299.09	29,596,800
Jan 03, 2020	297.15	300.58	296.50	297.43	296.73	36,580,700
Jan 02, 2020	296.24	300.60	295.19	300.35	299.64	33,870,100
Dec 31, 2019	289.93	293.68	289.52	293.65	292.95	25,201,400
Dec 30, 2019	289.46	292.69	285.22	291.52	290.83	36,028,600
Dec 27, 2019	291.12	293.97	288.12	289.80	289.11	36,566,500
Dec 26, 2019	284.82	289.98	284.70	289.91	289.22	23,280,300
Dec 24, 2019	284.69	284.89	282.92	284.27	283.60	12,119,700
Dec 23, 2019	280.53	284.25	280.37	284.00	283.33	24,643,000
Dec 20, 2019	282.23	282.65	278.56	279.44	278.78	68,994,500
Dec 19, 2019	279.50	281.18	278.95	280.02	279.36	24,592,300
Dec 18, 2019	279.80	281.90	279.12	279.74	279.08	29,007,100
Dec 17, 2019	279.57	281.77	278.80	280.41	279.75	28,539,600
Dec 16, 2019	277.00	280.79	276.98	279.86	279.20	32,046,500
Dec 13, 2019	271.46	275.30	270.93	275.15	274.50	33,396,900
Dec 12, 2019	267.78	272.56	267.32	271.46	270.82	34,327,600
Dec 11, 2019	268.81	271.10	268.50	270.77	270.13	19,689,200
Dec 10, 2019	268.60	270.07	265.86	268.48	267.84	22,605,100
Dec 09, 2019	270.00	270.80	264.91	266.92	266.29	32,010,600
Dec 06, 2019	267.48	271.00	267.30	270.71	270.07	26,518,900
Dec 05, 2019	263.79	265.89	262.73	265.58	264.95	18,606,100
Dec 04, 2019	261.07	263.31	260.68	261.74	261.12	16,795,400
Dec 03, 2019	258.31	259.53	256.29	259.45	258.84	28,607,600
Dec 02, 2019	267.27	268.25	263.45	264.16	263.53	23,621,800
Nov 29, 2019	266.60	268.00	265.90	267.25	266.62	11,654,400
Nov 27, 2019	265.58	267.98	265.31	267.84	267.21	16,308,900
Nov 26, 2019	266.94	267.16	262.50	264.29	263.66	26,301,900
Nov 25, 2019	262.71	266.44	262.52	266.37	265.74	21,005,100
Nov 22, 2019	262.59	263.18	260.84	261.78	261.16	16,331,300
Nov 21, 2019	263.69	264.01	261.18	262.01	261.39	30,348,800
Nov 20, 2019	265.54	266.08	260.40	263.19	262.57	26,558,600
Nov 19, 2019	267.90	268.00	265.39	266.29	265.66	19,041,800
Nov 18, 2019	265.80	267.43	264.23	267.10	266.47	21,675,800
